author,text,published_at,like_count,cluster
debat_tv_one_user_8,roy gerombolanmu pergi aja indonesia orang apapun salah menurutmu gelar panci,2025-06-01T07:47:07Z,0,9
debat_tv_one_user_180,megang micnya roy suryo salah kayak hello kitty,2025-05-24T04:55:17Z,0,9
debat_tv_one_user_193,salah nama dketawaai c roy,2025-05-23T09:04:13Z,0,9
debat_tv_one_user_234,pin komentarku jokowi salah,2025-05-21T22:23:03Z,0,9
debat_tv_one_user_265,masyarakat what what salah pendukung joko widodo kalimantan,2025-05-20T17:58:42Z,1,9
debat_tv_one_user_479,berbicara orangnya sok power banget ya salah rakyat menuntut diakhirat lohh kerusakan negara,2025-05-11T15:33:35Z,1,9
debat_tv_one_user_480,roy lagu wajib aja salah,2025-05-11T15:13:14Z,0,9
debat_tv_one_user_510,bayaran silfester sdh salah dibela klo tunjukan aja ijazahnya biar selesai,2025-05-10T16:41:57Z,1,9
debat_tv_one_user_518,so pinter salah memalukan nih kubu sono,2025-05-10T15:05:27Z,0,9
debat_tv_one_user_615,abang salah ijazanya,2025-05-08T15:15:38Z,0,9
debat_tv_one_user_620,subhanallahu allahu akbar kekurangan management pemerintahan salah salah bangsa indonesia managemennya gk dituntut gak ijazah orang gk pemeriksaan aturannya management pemerintahannya dituntut kemana kerja pemerintahan terima gaji ngapain management gk prof dr hukum aib dibuka gk malu,2025-05-08T13:44:01Z,0,9
debat_tv_one_user_1076,klo fitnah terbukti salah klo emang asli nya knp ga kasih unjuk ente yg sengaja bikin gaduh,2025-05-07T17:37:29Z,0,9
debat_tv_one_user_1188,indonesia negara hukum dilemahkan yg salah yg salah,2025-05-06T06:09:40Z,0,9
debat_tv_one_user_1237,kuliah hurufpun skripsi yg salah luput dikoreksi pembimbing skripsi tanda tangan pengesahan dosen penguji hurufnya kulihat nama salah koq ya,2025-05-05T15:35:28Z,0,9
debat_tv_one_user_1276,rs blg nama org ga salah nyanyi lagu indonesia raya yg berpuluh puluh salah aja ga pernh malu slalu lupa bawa cermin,2025-05-05T05:04:46Z,0,9
debat_tv_one_user_1295,udah ngotot gapapa nyebut nama orang salah eh bilang slip tongue miriplah salah ijazah dipermasalahkan,2025-05-04T21:17:49Z,4,9
debat_tv_one_user_1314,gak menunjukan ijazah publik orang politik salah,2025-05-04T15:48:18Z,0,9
debat_tv_one_user_1353,berkuasa yg menang bener salah power,2025-05-04T06:32:03Z,0,9
debat_tv_one_user_1403,roy salah potong lidahnya,2025-05-03T16:29:04Z,0,9
debat_tv_one_user_1464,orang santai yg salah koar koar,2025-05-03T06:32:37Z,2,9
